Weight,Length1,Length2,Length3,Height,Width,Species
254,19.9,24.4,137.3,10.0843,4.1596,Parkki
134,14.2,19.7,63,9.906,2.2337,Parkki
225,15.6,16.3,178.6,10.157,3.9624,Parkki
176,22.8,23.7,38.2,7.4773,4.2982,Parkki
211,17.7,15.9,100,9.7054,3.3276,Parkki
243,21.7,15.4,211.7,9.693,4.7696,Parkki
233,18.1,18.2,168.6,8.6605,2.5488,Parkki
261,20.2,20.6,164,10.8803,2.6976,Parkki
218,22.8,18.6,155.4,10.3379,2.6683,Parkki
232,15.8,18.2,103.7,7.2107,3.0469,Parkki
134,21.1,18.9,21.7,7.58,3.8065,Parkki
253,16.2,25.9,173,9.8057,4.799,Parkki
58,19.6,23.8,206,6.759,2.2731,Parkki
265,19.4,19.4,74,6.8874,2.7484,Parkki
263,20.1,23.1,186.4,7.8675,4.8255,Parkki
200,14,25.5,82.5,10.1322,2.86,Parkki
158,18,18.6,107.8,6.3765,4.5083,Parkki
248,22.7,21.5,176,7.1182,4.3055,Parkki
212,18.7,14.8,80.2,8.6743,3.5578,Parkki
156,15.4,21.7,202,8.1337,4.9406,Parkki
181,14.3,14.7,173.2,7.3764,4.0629,Parkki
64,13.5,19,119,7.8871,4.9937,Parkki
71,15.8,21.7,66,6.4587,4.8014,Parkki
135,19,20.3,101.1,9.5828,4.9847,Parkki
108,20.2,24.3,40.4,9.5039,2.9647,Parkki
239,14.7,17.7,213.1,6.2294,4.8995,Parkki
154,16.2,19.4,146.8,9.0084,3.7821,Parkki
227,23.9,21.2,209.5,7.0824,2.2087,Parkki
68,20.5,22.3,28.9,9.8403,3.8704,Parkki
60,21.1,21.8,191.1,8.892,2.734,Parkki
61,14.8,22,170.1,9.493,4.8996,Parkki
242,22.4,15.7,47.1,6.7943,3.875,Parkki
75,20.6,24.6,109.5,8.0745,2.3245,Parkki
116,20,16.3,53.6,9.874,3.9355,Parkki
64,19.1,25.9,218,6.7502,2.2205,Parkki
159,23.2,20.6,160,10.0108,2.8194,Parkki
69,19.4,15.6,139.4,7.8406,2.4477,Parkki
127,21,15.4,86.9,10.5864,3.8009,Parkki
216,13.1,21.6,177.5,10.6775,2.7701,Parkki
73,22.2,14.1,96.9,6.7431,2.8541,Parkki
67,15.6,20.2,153.2,6.0583,3.8217,Parkki
98,18.5,17.9,62,8.5322,2.3499,Parkki
100,23,21.4,84.1,9.05,4.992,Parkki
275,13.7,25.3,203.3,6.5262,4.5853,Parkki
290,23.6,23,221,8.6127,2.6188,Parkki
89,23.1,17.8,88.2,9.0156,4.9708,Parkki
94,15.1,15,117.3,6.6007,2.232,Parkki
268,22.3,17.6,129,7.1658,2.3705,Parkki
58,23.3,15.9,58.8,9.2896,4.4384,Parkki
102,22.5,23.1,116.7,7.5862,3.8161,Parkki
228,17.6,16.8,104.6,9.584,4.7147,Parkki
247,17.2,17,32.5,7.6014,2.7491,Parkki
103,19.7,15.6,57.3,10.489,2.6759,Parkki
270,17.8,20.5,227,7.1842,4.9986,Parkki
233,22.2,17.2,24,10.7989,4.5811,Parkki
225,16.2,20.1,225.5,7.3796,2.524,Parkki
161,17.8,25.4,165.4,8.4706,3.2419,Parkki
135,20,23.2,42.8,7.8687,2.1378,Parkki
195,16.1,16.3,110.5,10.2373,2.5702,Parkki
75,19.8,23.1,156.2,7.6627,3.1378,Parkki
115,17.4,25,127.2,8.4572,3.9184,Parkki
235,23.3,15.3,198.5,9.613,2.5893,Parkki
62,17.4,25.8,200.3,8.1061,2.664,Parkki
119,21.6,21.1,77.6,10.7494,4.1986,Parkki
195,13.9,20.7,62.2,9.7178,2.0372,Parkki
128,18.3,25.9,68.9,9.3811,4.3801,Parkki
89,23,23.6,79.5,6.3886,3.8551,Parkki
110,20.1,21.6,65.1,10.6814,4.2778,Parkki
104,18.5,14.4,168.1,8.7686,4.5283,Parkki
108,19,19.3,218.9,9.1053,3.8616,Parkki
262,22.5,16.4,216.8,9.0294,4.3601,Parkki
94,18.4,25.1,61,8.2016,2.9642,Parkki
156,20.9,22.3,129.1,9.2508,2.8417,Parkki
292,14.9,24.9,60.3,7.7094,3.2879,Parkki
257,20.9,23.9,108.8,10.6335,4.6305,Parkki
239,13.1,16.8,110.1,7.7337,3.2817,Parkki
88,20.6,25.2,153.1,10.991,3.5467,Parkki
217,23.3,22,36.3,7.9335,3.2422,Parkki
136,14.6,21.4,187.2,10.3581,2.0939,Parkki
155,16.6,22.7,145.1,9.2749,2.8439,Parkki
139,16,14.6,218.7,6.5058,4.3415,Parkki
86,22.3,17.9,22.8,10.8882,4.0552,Parkki
147,15.4,18.8,134.6,9.9118,2.437,Parkki
183,15,19.7,103.9,7.4249,3.07,Parkki
275,20,15.9,201.4,9.3863,2.3701,Parkki
101,15,15.8,27.5,10.6888,3.9655,Parkki
104,15.1,24.2,31.3,6.5324,3.2223,Parkki
88,15.3,21.9,36.6,6.403,4.52,Parkki
78,23.1,16.5,187.5,9.4936,2.2932,Parkki
239,19.5,22.2,173.3,8.0269,2.1576,Parkki
85,13.5,19.2,112.8,6.9066,4.1515,Parkki
60,13.6,25.5,225.3,6.0721,4.5803,Parkki
58,17.9,18,193.6,10.0396,3.8455,Parkki
68,22.9,19.3,121.8,10.4341,3.5993,Parkki
152,13.5,14.9,192.4,8.0318,4.4079,Parkki
97,20.8,20.3,144.8,10.9813,4.9938,Parkki
282,17.5,21.8,225,10.2453,4.3313,Parkki
264,16.4,22.3,31.9,7.3833,2.5931,Parkki
188,20.7,22.6,122.9,9.0916,2.0162,Parkki
180,21.1,25.8,132.9,6.0057,3.6652,Parkki
74,22.9,20.9,63.7,6.1289,4.4066,Parkki
218,20.5,16.5,191.3,10.0238,4.7131,Parkki
225,14.7,21.1,154,9.0532,4.5517,Parkki
157,14.4,16.3,85.8,10.927,3.5808,Parkki
65,14.6,16.3,173.3,9.2991,4.1806,Parkki
72,16.8,25.2,155.7,6.758,4.3863,Parkki
129,23.6,22.8,146.9,6.3935,3.9994,Parkki
153,18.8,15,208.3,8.7807,4.9604,Parkki
276,19,14.9,23.1,9.5976,2.4251,Parkki
229,16.5,17.6,116.2,7.0406,4.8554,Parkki
262,23.8,21.1,21,8.6418,3.0618,Parkki
125,19.6,25.5,93.2,6.338,2.627,Parkki
202,19.4,24.1,195.4,8.7229,4.2378,Parkki
251,22.9,19.8,127,10.3062,4.0035,Parkki
105,15.1,25.2,33.4,8.5574,4.4139,Parkki
217,19.8,24.2,52.5,10.7086,2.1339,Parkki
182,23.4,16,98.9,9.1694,3.3898,Parkki
287,17.6,16.2,214.9,7.8161,3.7954,Parkki
132,22.3,16.8,66.3,6.8588,2.44,Parkki
202,16.9,16,54.9,7.0391,2.4067,Parkki
178,14.8,16.5,138.4,8.7881,4.7093,Parkki
250,16,16.5,96.5,7.5621,2.969,Parkki
148,22.2,15.5,224.7,10.3692,3.006,Parkki
66,13.3,19.2,42,8.134,3.3391,Parkki
254,23,14.1,175.2,7.0341,4.0272,Parkki
281,17.4,22,101.8,10.3439,2.5044,Parkki
194,16.9,20.1,197.1,6.7759,4.3059,Parkki
274,23.9,20.1,93.7,10.056,3.2088,Parkki
267,17.8,22,164.7,10.5169,2.6762,Parkki
213,15.9,25.9,139,10.5703,3.7476,Parkki
181,17.4,19.7,24.2,8.9107,4.9736,Parkki
278,18.6,18.2,116.9,6.9769,4.7272,Parkki
254,13.4,18.8,115,10.2152,3.6347,Parkki
237,16.3,25.1,188.6,9.5444,3.6495,Parkki
135,20.1,14.3,42.5,10.5461,2.759,Parkki
208,20.4,24.5,136,10.2407,2.7543,Parkki
216,19.2,25.5,220.6,8.7391,2.0299,Parkki
137,13.3,14.9,89.1,10.0252,2.1939,Parkki
84,21.7,22.1,98.6,8.5113,2.7286,Parkki
213,15.2,24.6,129.1,9.061,3.3484,Parkki
256,16,19.1,62.1,7.3547,3.0125,Parkki
241,18.7,15.5,80.7,7.1006,3.8273,Parkki
155,18.3,23.3,127.3,7.9363,4.9379,Parkki
165,19.5,24.8,197.9,8.0077,3.5727,Parkki
212,15.1,20.1,57.3,8.5297,2.6596,Parkki
84,22.9,22,133.3,10.8195,4.4856,Parkki
289,16.4,24.2,104.6,9.8418,4.5798,Parkki
85,18.1,21.6,162.8,7.1046,3.187,Parkki
73,17.3,14.7,97.1,6.0862,4.0532,Parkki
144,13.4,20.1,43.3,7.1722,2.0669,Parkki
63,16.8,14.4,16.9,9.2169,3.6283,Parkki
128,15.6,14.7,51.1,10.1644,2.8875,Parkki
194,15.6,15.4,210,8.5448,2.0853,Parkki
87,17.3,21.3,151.5,8.974,2.3738,Parkki
291,17.6,25.4,65.4,7.1264,3.5477,Parkki
132,20,16,102.9,7.2055,2.3419,Parkki
203,19.6,19.2,172.6,7.7526,4.8106,Parkki
162,20.6,14.4,203.8,6.2849,3.7752,Parkki
300,21.5,23.6,21.6,8.1119,3.1507,Parkki
275,22.6,22.1,84.5,6.4811,4.106,Parkki
175,13.8,14.8,169.4,10.2793,3.6093,Parkki
98,19.5,23.2,57.7,9.1307,2.5507,Parkki
90,17.7,23.8,124.4,9.5815,4.4553,Parkki
144,21.8,14.2,77.2,8.5868,4.3194,Parkki
141,20.1,16.1,166.1,10.6214,2.9009,Parkki
171,14.8,18.4,142.4,10.7987,4.621,Parkki
132,20.9,25.7,78.6,9.951,3.3082,Parkki
116,13.1,21,32.4,10.6292,2.7405,Parkki
192,17.1,19.4,98.9,6.453,4.9458,Parkki
141,21,21.9,191.8,9.7202,3.8894,Parkki
129,20.8,15.6,169,8.4093,3.4575,Parkki
266,22.8,16.9,46,6.309,3.168,Parkki
273,20.4,22.7,64,9.6553,4.2589,Parkki
74,21.4,15.6,112.2,6.472,3.065,Parkki
165,17.5,19.3,70.9,6.2806,3.1727,Parkki
154,20.9,18.9,189.8,8.444,3.7461,Parkki
214,16.1,21,19.1,10.2125,3.6258,Parkki
252,18.9,22.9,154.7,10.9259,4.7798,Parkki
106,21.1,15.5,111.9,8.744,2.3353,Parkki
297,22.7,19.9,127.4,8.7863,2.3772,Parkki
297,21.3,20.9,80,9.4216,4.1248,Parkki
219,20.9,17.8,33,10.7838,2.5398,Parkki
202,18.1,18.2,203.1,10.0622,4.4003,Parkki
225,19.9,23.3,216.4,7.2577,2.5211,Parkki
94,21.6,18.2,68.7,6.0122,3.691,Parkki
223,18,25.8,35.2,10.6501,2.5464,Parkki
262,16.4,22.2,192.1,8.5128,3.8654,Parkki
206,22.4,19.8,195.7,6.1976,4.4345,Parkki
153,19,25.9,204.8,8.7054,4.3151,Parkki
201,14.3,21,68.4,10.4299,3.209,Parkki
67,23.8,22.7,78.8,8.2269,3.6013,Parkki
233,19.3,16.1,151.1,6.2345,2.6019,Parkki
255,16,14.4,151.3,6.3602,4.8803,Parkki
239,23.6,14.8,105.7,9.7932,2.3843,Parkki
276,17.5,25.1,154.1,10.0271,2.7597,Parkki
71,17.5,20.9,120.9,10.5449,2.6621,Parkki
130,18.6,16.4,213.9,7.6598,2.0202,Parkki
84,13.7,14.1,210.8,8.7624,4.3789,Parkki
85,23.6,15.6,219.1,8.976,4.5588,Parkki
157,23.9,15,20.2,9.5215,2.5014,Parkki
221,20.9,16.2,123.3,10.2331,4.015,Parkki
275,23.4,17.2,201,7.3617,4.7547,Parkki
203,23.5,14.5,22.1,8.2209,4.2743,Parkki
228,18,14.8,170.3,8.0685,2.1814,Parkki
254,18.4,24.8,192.3,7.6047,2.1499,Parkki
272,18,19.9,190.1,6.7414,2.6819,Parkki
95,13.2,14.4,75.2,6.7813,4.9385,Parkki
224,16.5,24.1,99.7,10.243,3.6022,Parkki
122,13.2,21.5,31.6,7.7749,2.9174,Parkki
76,17.9,23.1,219.2,9.4694,4.5271,Parkki
100,21.9,16,37.6,6.2992,4.0146,Parkki
289,22.3,23.4,132.7,6.3719,4.5543,Parkki
77,17.1,25.3,100.2,7.0141,2.9476,Parkki
266,15.6,21.5,196.8,10.8527,4.1181,Parkki
146,18.5,14,60.8,8.1292,3.3915,Parkki
69,13,19.8,50.8,7.6288,4.4513,Parkki
255,21.4,23,140.7,8.137,2.0088,Parkki
198,23,17.4,93.5,6.1638,2.162,Parkki
195,13.4,18.8,16.6,7.4701,2.3721,Parkki
96,13,18.7,98.9,8.9544,2.6645,Parkki
181,22.5,25,35.2,8.2711,4.0337,Parkki
288,21.9,14.9,88.5,8.1869,2.7769,Parkki
176,19.1,20.7,46.2,6.3412,2.1219,Parkki
109,23.3,20.5,95,7.217,3.2284,Parkki
177,23.5,20.3,201,10.5536,2.7042,Parkki
197,22.9,23.7,113.4,8.28,3.4587,Parkki
207,18.1,14.1,112.2,8.3726,4.9191,Parkki
196,18.5,20.1,115,10.0883,4.1533,Parkki
243,16.4,20.4,116.6,7.7743,2.8964,Parkki
210,15.4,20.7,129.7,8.8929,3.2391,Parkki
163,17.4,14.8,30.2,10.6351,4.4775,Parkki
143,17.6,20.1,39.7,8.0109,3.0505,Parkki
247,14,20.4,181.7,7.7748,2.1549,Parkki
157,20.2,16.4,100.2,7.5204,4.7612,Parkki
85,14.3,21.5,109,8.9433,4.3378,Parkki
257,19.4,16.2,53.9,6.8877,4.9584,Parkki
229,17.1,23.7,185.6,6.7128,2.7316,Parkki
229,20.8,25.6,36.5,6.7681,4.5894,Parkki
285,18.8,17.6,201.9,6.4291,3.5926,Parkki
62,20.9,24.1,139.1,6.7355,2.2189,Parkki
269,18.7,24.1,57.8,7.7203,2.6459,Parkki
162,22.6,18.6,170,7.4605,4.962,Parkki
133,14.5,19.7,81.4,8.0681,4.8924,Parkki
115,20.2,20.1,70,9.4749,3.1928,Parkki
267,23.2,22.9,209.8,10.5014,4.7787,Parkki
72,13.2,17.9,86.8,7.1422,3.9093,Parkki
176,21.3,20.5,24,8.8275,3.3578,Parkki
224,21.6,22.9,37.2,8.74,4.2672,Parkki
227,17.6,21.1,31.3,6.6137,4.0645,Parkki
238,19.5,16.7,156.2,6.3333,2.237,Parkki
224,18.1,24.4,163.4,6.1797,2.5488,Parkki
109,17.7,20.5,42.7,10.8187,3.6103,Parkki
276,18.5,19.5,199.4,10.0788,2.575,Parkki
95,19.7,22,151.1,6.3193,4.6617,Parkki
168,15.9,17.4,181.5,6.7106,2.5371,Parkki
253,18.9,21.8,94.6,10.5339,3.4719,Parkki
212,22,21.8,83.3,6.7217,3.1574,Parkki
104,20.1,18.5,82.3,10.9265,2.1314,Parkki
290,14.1,20,62.9,10.3432,3.1556,Parkki
256,16.1,17.5,82.8,10.3246,3.0032,Parkki
215,16.5,19.5,78.4,10.9845,3.9661,Parkki
103,14,15.3,70.4,6.8929,2.5293,Parkki
189,19.5,17.8,73.7,6.5677,4.6145,Parkki
258,23.3,25.6,84.7,10.43,3.3705,Parkki
137,20.7,19.8,54.1,6.0663,2.5075,Parkki
297,16.4,21.5,155.6,8.2163,3.2953,Parkki
283,15.1,17.4,182.5,6.5417,2.5669,Parkki
252,23.1,19.8,53.8,9.4409,2.5946,Parkki
136,17.1,20.9,220.2,10.6502,2.4347,Parkki
159,18.1,18.6,63.8,8.1569,4.6407,Parkki
218,21.4,20.4,170,9.2896,3.9636,Parkki
241,19.8,14.9,144,9.7191,2.9332,Parkki
226,20.8,14.4,215,10.0769,4.9101,Parkki
62,15.9,18.2,82.1,7.3152,3.6055,Parkki
129,17.7,23.3,16.3,7.1806,2.376,Parkki
295,17.6,23.8,186.8,8.6794,4.2352,Parkki
290,23.1,25.6,21.9,8.1434,4.3192,Parkki
291,18.8,14.2,128.1,6.0377,2.8576,Parkki
195,14.8,20.7,87.9,7.0734,3.6666,Parkki
250,19.8,18.2,190.4,10.7632,4.9357,Parkki
244,13.6,14.1,81.8,8.5049,4.3054,Parkki
151,19.3,16.7,216.9,8.1533,3.8338,Parkki
88,22.7,23.7,58.8,6.1869,3.552,Parkki
132,15.2,15.1,100.8,10.4741,4.3785,Parkki
185,19.4,19.2,150.5,8.386,3.3447,Parkki
99,13.8,16.2,21.1,6.7519,3.5738,Parkki
67,18.9,21.1,108.7,6.1035,2.2646,Parkki
149,15.6,16.6,34.3,10.4243,4.8128,Parkki
92,18.8,24,95.2,7.5671,3.7991,Parkki
209,16,20.4,188,7.9937,2.8279,Parkki
61,23.3,15.1,122.4,9.3492,2.2116,Parkki
257,13.9,23.9,71.8,8.9918,4.9799,Parkki
203,21.6,17.7,89.2,8.6007,4.3429,Parkki
160,22.7,18.1,51.8,10.9954,2.9115,Parkki
180,13.4,19.8,187.2,7.8557,2.6846,Parkki
85,22.1,18.6,86.6,7.4357,3.1379,Parkki
176,14.6,21.8,57,10.4426,2.773,Parkki
100,14.4,20.3,60.7,8.8597,2.6967,Parkki
214,14.9,21.2,226.2,8.211,3.5386,Parkki
251,17,15.3,87.5,10.5542,4.7488,Parkki
299,17.7,23.1,122,10.0677,3.5149,Parkki
287,14.1,18.1,113.4,8.6833,2.3956,Parkki
278,13.2,18.2,74.9,8.7078,2.2907,Parkki
249,20.9,22.8,89.2,10.3516,2.6706,Parkki
204,16.4,23.8,147.5,6.664,3.2889,Parkki
261,18.9,17.2,168.2,10.2674,4.1575,Parkki
123,22.7,21.9,32,10.4818,2.9803,Parkki
239,13.6,18.9,162.2,7.091,4.3435,Parkki
63,17.2,25.3,204.9,7.4297,3.6609,Parkki
150,21.4,24.4,193.2,7.5047,2.8608,Parkki
285,20.1,17,108.8,9.5527,2.5533,Parkki
142,23.1,17.2,148.1,9.5792,3.922,Parkki
209,16.3,21.3,19.8,8.1237,4.7388,Parkki
267,13.6,24.3,16,8.2606,2.0826,Parkki
251,19.7,19,202.8,6.1334,3.6378,Parkki
218,15.9,21.4,167.4,8.7462,3.4186,Parkki
172,20.2,14.4,195.2,10.7015,2.7952,Parkki
75,21.7,24.2,160.7,9.8489,4.4191,Parkki
270,22.7,22.4,43.9,8.4368,4.4114,Parkki
157,21.9,16.8,59,6.0769,3.7986,Parkki
155,21.1,18.9,75.9,6.8381,3.2215,Parkki
217,14.7,14.6,203.7,9.9569,2.6714,Parkki
258,23.9,26,148.6,6.6542,3.6452,Parkki
128,16.9,18.8,148.7,6.953,2.8428,Parkki
155,13.8,21.3,225.6,7.9818,4.0144,Parkki
277,18.8,21.5,115,10.0212,4.2709,Parkki
238,13.9,25.2,196.2,10.5154,4.2832,Parkki
260,19,23.9,217.6,8.4861,2.7092,Parkki
202,18,17.7,85.6,10.586,3.4907,Parkki
261,22.3,23.1,163.4,6.0958,2.6187,Parkki
76,13.7,15.3,39.4,9.779,3.4312,Parkki
220,14.8,19.2,196.5,8.0069,2.1951,Parkki
223,17.3,20.7,218.2,7.725,3.6377,Parkki
282,23.4,14.7,45.9,9.2843,3.8763,Parkki
292,20.6,15.9,148.8,6.3434,4.8028,Parkki
189,18.7,17.5,20.4,6.9476,2.1755,Parkki
89,21.7,23.4,72.9,10.6386,3.4937,Parkki
171,17.1,23.2,16.6,7.5227,3.7114,Parkki
79,20.1,24.1,158.4,9.1601,4.525,Parkki
277,15.7,24.5,186.7,7.6551,2.5963,Parkki
198,15.1,19.5,143.9,8.1378,4.8446,Parkki
108,15.3,19.9,208.2,8.1295,2.889,Parkki
103,22.6,14.9,212.7,6.3433,4.372,Parkki
115,18,23.8,124,9.9854,3.568,Parkki
139,21.4,14.9,71.6,8.63,3.7293,Parkki
153,22.2,16.9,227,10.1724,3.1743,Parkki
216,21.4,20.2,119.6,6.6182,3.5196,Parkki
132,21.3,25.8,97.9,8.7902,3.2042,Parkki
253,19,18.9,133.2,7.375,3.5872,Parkki
71,17.6,22.7,95.6,9.6228,4.4706,Parkki
151,18.4,14.5,114,9.6026,2.1461,Parkki
55,21.2,23.2,216.3,10.7413,4.458,Parkki
149,22.9,24.1,23.3,8.9123,3.2929,Parkki
291,18.5,20.1,130.3,6.4098,4.0591,Parkki
164,14.2,25,87.5,10.7631,2.3608,Parkki
250,18.5,18.6,188.4,7.3027,4.0255,Parkki
201,16.3,15,181.4,7.0263,2.1124,Parkki
74,16.1,15.1,132.3,6.3055,2.4578,Parkki
67,21.3,21.6,131.1,6.9152,3.4405,Parkki
239,20.2,14.8,37.6,10.9477,4.5264,Parkki
232,22,21.2,134.5,6.4555,3.8005,Parkki
236,21.4,23.5,91.6,7.547,3.233,Parkki
97,23.3,15.8,99.1,10.6008,3.5137,Parkki
182,22.4,24.6,136.7,6.7508,4.5833,Parkki
224,16.6,16.1,191.4,9.1788,2.6826,Parkki
175,22.9,22.8,103.5,8.2377,3.1481,Parkki
184,13.9,19.9,185.1,7.6156,2.961,Parkki
123,17.5,17.6,151.7,9.9619,4.415,Parkki
278,14.9,16.6,126.5,8.0371,4.5646,Parkki
235,17.4,20.5,218.8,9.3864,2.6134,Parkki
173,20.8,21,124.2,7.4497,3.0476,Parkki
93,20.3,14.4,130.4,10.3387,3.3774,Parkki
156,18.5,18.1,95.6,10.6335,3.6815,Parkki
135,16.2,14.4,21.8,10.8387,2.0654,Parkki
216,17.6,23.6,74.7,7.0696,3.4885,Parkki
249,23.2,21.9,175.5,6.0443,3.6166,Parkki
183,22.5,24.8,188.4,6.7739,4.1325,Parkki
255,14.7,25.2,43.1,7.7894,4.6394,Parkki
147,20.7,23.2,183.4,6.201,2.5817,Parkki
228,13.8,18.6,226.3,9.3863,4.595,Parkki
291,17.9,22.7,145.8,7.2733,4.483,Parkki
151,22.5,22.6,212.4,9.6115,4.0834,Parkki
104,13.1,14.2,157,6.4707,3.1191,Parkki
105,15.7,23.3,175.3,6.6967,3.899,Parkki
98,15.5,25.1,148,7.4711,2.1275,Parkki
265,17.1,22.5,149.7,8.4708,2.7794,Parkki
114,23.2,20.5,38.9,8.1549,3.5792,Parkki
148,19.1,15.3,20.3,10.917,2.6763,Parkki
289,20.8,25,189.4,7.7846,3.5185,Parkki
272,18.4,20.1,122.7,10.5808,2.3756,Parkki
260,18.2,24.4,32.8,9.5772,3.1651,Parkki
206,22,14.7,148.7,6.7609,3.9675,Parkki
211,23.4,18.7,117.7,8.582,2.0759,Parkki
188,19.8,17.4,188.8,9.3172,4.7824,Parkki
100,18.6,22.7,78.3,9.6433,4.0262,Parkki
272,19.3,15.1,32.6,8.2411,3.984,Parkki
160,20,19.1,52.1,10.8358,3.9482,Parkki
279,20.5,23,93,8.4947,2.0796,Parkki
166,18,22.3,192.2,6.6673,4.9181,Parkki
149,20,24.2,27.3,9.8248,3.0673,Parkki
87,18.2,14.1,217,8.899,3.2978,Parkki
58,22.1,24,90.3,9.5309,2.0424,Parkki
96,21.1,15.8,73.6,8.3364,2.5535,Parkki
70,16.5,20.4,118,9.0327,3.6594,Parkki
233,21.2,23.4,70.3,6.4612,3.5368,Parkki
129,14.1,15.2,124.9,10.2176,3.998,Parkki
212,22.7,15.5,122.6,6.1381,2.1683,Parkki
208,23.2,20.8,19.8,7.7652,4.5154,Parkki
230,20.5,21.9,191,8.2759,3.6397,Parkki
187,14.4,22,151.7,10.9334,4.0371,Parkki
76,15,16.5,214.7,7.7026,4.7567,Parkki
273,17.5,25.7,138.6,10.7982,3.7598,Parkki
253,13,14.1,37.6,6.2075,3.9555,Parkki
204,15.5,15.2,29.4,8.7595,3.85,Parkki
285,15.3,17.2,177.2,9.5881,2.355,Parkki
76,18.1,16.1,87.5,7.3866,3.5427,Parkki
287,22.7,20.6,70.7,6.8033,3.8032,Parkki
160,23,24.9,87.8,9.7528,3.7843,Parkki
119,21,19.7,61,8.3499,2.5274,Parkki
261,13.6,17.6,163.8,8.1507,2.8417,Parkki
167,20.1,15.6,85.6,8.3036,3.168,Parkki
177,17.8,19,114.3,6.8327,2.2408,Parkki
74,20.4,21.9,137.4,8.3269,2.1055,Parkki
232,19.9,18.4,128.2,6.3545,3.7222,Parkki
95,18.6,19.8,196.4,8.5682,4.0867,Parkki
212,14.3,24.3,73.8,7.0517,2.4701,Parkki
183,13.5,16.5,53.3,8.3707,3.4536,Parkki
66,19.4,25.5,132.1,8.5073,3.262,Parkki
198,15.6,19.7,205.3,9.8308,3.3392,Parkki
238,20.4,18.8,75.3,6.3135,4.4658,Parkki
153,13.8,16.7,45.5,6.6131,2.4098,Parkki
213,15.7,18.3,149.4,6.3545,4.2985,Parkki
295,21.1,23.2,32,9.5011,3.5339,Parkki
139,13.6,22.2,216.8,7.174,2.8645,Parkki
238,16.8,24.6,179.8,9.7284,3.7969,Parkki
214,19.5,15.2,70.1,9.5903,2.0295,Parkki
242,15.6,23.7,57.3,10.1552,3.2896,Parkki
150,22.1,25.8,141.7,7.1133,4.232,Parkki
71,13.9,15.6,35.8,9.7151,2.4748,Parkki
299,17.1,15.3,194.6,9.8263,4.0295,Parkki
194,16.2,19.2,195.2,9.6756,4.0068,Parkki
203,19.5,22.2,191.8,8.4895,4.9789,Parkki
284,22.1,20,35.4,9.6867,2.3776,Parkki
183,16.1,14.1,109,8.0942,2.4314,Parkki
140,17.3,22.2,48.9,7.9187,3.9902,Parkki
98,17.6,17.5,50.5,7.4109,3.166,Parkki
177,15.6,14.1,125.5,9.4405,4.2697,Parkki
195,20.4,21.9,30,10.1612,3.065,Parkki
153,19.2,17,192.3,9.5906,2.5803,Parkki
68,14.3,20.3,191.7,6.9333,3.8168,Parkki
136,23.6,15,208.4,8.4384,3.2886,Parkki
281,18.1,16.4,58.8,8.757,3.3477,Parkki
80,15.6,17.1,61.2,10.8027,2.9598,Parkki
221,23.8,16.7,125.3,10.1837,3.7846,Parkki
125,14.4,24.1,49.8,10.0748,2.4097,Parkki
131,17.7,21.3,84.1,8.3012,3.1655,Parkki
295,14.7,14.6,103.1,6.2246,4.4286,Parkki
176,20.4,18.2,170.5,10.0663,4.5802,Parkki
126,16.7,17.5,61,6.4972,3.8239,Parkki
187,14.5,19.2,213.4,6.7112,3.9725,Parkki
209,18.5,20.1,180.2,7.9211,2.1991,Parkki
112,23,24.4,225.8,8.2611,4.0513,Parkki
160,21.8,25.4,61.5,6.6466,4.3405,Parkki
150,20.4,21.6,142.9,6.025,4.6607,Parkki
292,16.3,18.7,193,7.3552,2.2234,Parkki
149,16.9,21.6,86.1,6.7974,2.6443,Parkki
132,17.2,16.5,37.8,8.7204,2.2462,Parkki
72,22.3,20.7,153.3,6.4723,3.4189,Parkki
134,21,25.9,180.1,7.9143,2.9813,Parkki
77,13.9,15.6,117.1,8.2377,3.5552,Parkki
226,15.1,23.5,137.8,9.6349,2.743,Parkki
96,13.1,18.6,157.3,7.8265,3.7309,Parkki
141,21.3,21.5,29.7,9.343,3.3775,Parkki
200,15.7,23.1,65.9,6.7702,4.7006,Parkki
182,21.9,23.4,74.4,8.3009,3.2272,Parkki
121,14.1,19,71.7,10.8708,4.2239,Parkki
254,13.6,15.7,103.7,6.0285,4.2074,Parkki
80,16.4,14.1,156.4,7.0694,3.2109,Parkki
119,23.6,22.7,32.4,10.7257,4.1345,Parkki
73,19.4,24.8,17.6,10.1014,3.8491,Parkki
231,13.6,23.2,195.7,8.9938,2.3422,Parkki
210,21.6,19.6,169.5,10.1063,3.1124,Parkki
103,18.6,17.4,110,7.9112,2.22,Parkki
115,18.7,14.4,47.6,6.0766,2.4398,Parkki
122,14.6,18.9,179.1,6.5265,3.4065,Parkki
287,16.7,19.9,195.6,10.7494,4.907,Parkki
273,23.9,16,149.4,6.6282,3.5795,Parkki
70,20,16,72.9,9.9081,3.0301,Parkki
121,15.3,23.5,188,6.4984,4.375,Parkki
297,15.8,17,127.8,10.2618,3.2134,Parkki
223,15,17.2,109.9,6.4512,3.7299,Parkki
198,19.4,24.4,48,10.6072,2.3554,Parkki
227,22.1,14.3,42.6,9.1704,4.191,Parkki
142,16.5,20.7,53.9,7.7685,4.1988,Parkki
114,21.2,23.1,115.5,6.4406,2.8324,Parkki
205,20,14.7,27.9,6.6787,3.8294,Parkki
